Borough	Park Name	Park Location	Total Acres
Brooklyn	AMERICAN PLAYGROUND	NOBLE, FRANKLIN, MILTON STS	0.896
Brooklyn	MIDDLETON PLAYGROUND	LYNCH, MIDDLETON STS, LEE AVE	1.101
Brooklyn	COOPER PARK	SHARON, OLIVE STS, MASPETH & MORGAN AVES	6.401
Brooklyn	GREENPOINT PLAYGROUND	COMMERCIAL, FRANKLIN, DUPONT STS	0.504
Brooklyn	STERNBERG PARK	MONTROSE AVE, BOERUM, LORIMER, LEONARD STS	4.044
Brooklyn	MCCARREN PARK	NASSAU AVE, BAYARD, LEONARD & N 12 STS	35.713
Brooklyn	RAMIREZ PLAYGROUND	MCKIBBIN ST, WHITE ST, BOGART ST, SEIGEL ST	1.046
Brooklyn	SGT WILLIAM DOUGHERTY PLGD	ANTHONY ST, VANDERVOORT AVE, CHERRY ST	0.76
Brooklyn	WILLIAMSBURG BRIDGE PLGD	WYTHE AVE TO BERRY ST, S 5 TO S 6 STS	0.975
Brooklyn	MONSIGNOR MCGOLRICK PARK	DRIGGS TO NASSAU AVES, RUSSELL TO MONITOR STS	9.134
Brooklyn	WILLIAM SHERIDAN PLAYGROUND	WYTHE AVE TO BERRY ST, GRAND TO S 1 STS	0.788
Brooklyn	MARTINEZ PLAYGROUND	SCHOLES ST & MANHATTAN TO GRAHAM AVES	2
Brooklyn	NEWTOWN BARGE TERMINAL PLGD	COMMERCIAL, DUPONT & WEST STS	1.198
Brooklyn	BEDFORD PLAYGROUND	BEDFORD AVE & S 9 ST, DIVISION AVE	0.881
Brooklyn	LA GUARDIA PLAYGROUND WEST	HAVEMEYER TO ROEBLING STS, S 4 TO S 5 STS	1.884
Brooklyn	CONTINENTAL ARMY PLAZA	ROEBLING, S 4 & S 5 STS	0.76
Brooklyn	CLASSON PLGD	FLUSHING AVE, WILLIAMSBURG PL, CLASSON & KENT AVES	3.15
Brooklyn	CAMPIZ PLAYGROUND	HOPE ST, MARCY, METROPOLITAN AVES	0.752
Brooklyn	MACRI SQUARE	METROPOLITAN, UNION, MEEKER AVES	0.57
Brooklyn	LENTOL GARDEN	GRAHAM AV,MCGUINESS BLVD S, BAYARD & MEEKER STS	0.762
Brooklyn	FROST PLGD	FROST ST, KINGSLAND & MORGAN AVES	0.739
Brooklyn	ROEBLING PLGD	WILSON & LEE AVES, TAYLOR ST, BEDFORD AVE	1.227
Brooklyn	BARTLETT PLGD	BARTLETT ST & THROOP AVE	0.918
Brooklyn	BUSHWICK PLGD & POOL	FLUSHING AVE, BUSHWICK AVE & HUMBOLDT ST	1.29
Brooklyn	TEN EYCK PLGD	BUSHWICK AVE, SCHOLES & MESEROLE STS	0.972
Brooklyn	ERICSSON PLGD	MANHATTAN AVE & LEONARD ST	1.15
Brooklyn	DE HOSTOS PLGD	HARRISON AVE, WALTON TO LORIMER STS, THROOP AVE	1.1
Brooklyn	ROBERTO CLEMENTE BALLFIELD	DIVISION AVE BET WYTHE AND KENT AVES	1.239
Brooklyn	JACOBS LADDER	CLYMER ST BET WYTHE AND KENT AVES	0.848
Brooklyn	WNYC TRANSMITTER SITE	WEST AND KENT STREETS, GREENPOINT AVENUE	1.6
Brooklyn	GRAND FERRY PARK	GRAND ST BET RIVER ST & EAST RIVER	1.8
Brooklyn	EPIPHANY PLGD	BERRY ST, SOUTH 9TH ST, SOUTH 10TH ST	0.5
Brooklyn	COM JOHN BARRY PARK & PLGD	PARK AVE, NAVY ST, FLUSHING AVE, N ELIOT PL	10.391
Brooklyn	CUYLER GORE	FULTON, CUMBERLAND STS, GREENE AVE	1.158
Brooklyn	FORT GREENE PARK	MYRTLE AVE, CUMBERLAND ST, DEKALB AVE	30.168
Brooklyn	MCLAUGHLIN PARK	TILLARY ST, JAY ST, CATHEDRAL PL, BRIDGE ST	1.976
Brooklyn	CRISPUS ATTUCKS PLAYGROUND	CLASSON AVE, FULTON ST, IRVING PL	0.934
Brooklyn	S PARKES CADMAN PLAZA	TILLARY, C PLAZA W, C PLAZA E, PROSPECT STS	10.384
Brooklyn	COLUMBUS PARK	C PLAZA W, TILLARY, C PLAZA E, JOHNSON STS	1.195
Brooklyn	COLUMBUS PARK	ADAMS, JOHNSON, FULTON, JORALEMON STS	4.14
Brooklyn	PARK STRIP	PROSPECT, ADAMS, WASHINGTON & SANDS STS	2.878
Brooklyn	WALT WHITMAN PARK	CADMAN PLAZA EAST, ADAMS STS, RED CROSS P	2.913
Brooklyn	SIXTEEN SYCAMORES PLAYGROUND	SCHERMERHORN ST, 3 AVE, NEVINS ST	0.567
Brooklyn	WASHINGTON HALL PLGD	PARK, WASHINGTON AVES TO HALL ST	0.901
Brooklyn	STEUBEN PLGD	FLUSHING, CLASSON, PARK AVES & STEUBEN ST	1.171
Brooklyn	PIERREPONT PLGD	FURMAN ST, PIERREPONT PL, MONTAGUE, PIERREPONT STS	0.535
Brooklyn	PALMETTO PLAYGROUND	ATLANTIC AVE, FURMAN, COLUMBIA, STATE STS	2.967
Brooklyn	FRUIT STREET SITTING AREA	ORANGE, CRANBERRY, FURMAN STS, COLUMBIA HEIGHTS	0.92
Brooklyn	SQUIBB PARK	COLUMBIA HEIGHTS TO FURMAN ST AT MIDDAGH ST	0.595
Brooklyn	HILLSIDE PARK	COLUMBIA HGTS & VINE ST	2.06
Brooklyn	BROOKLYN ANCHORAGE PLAZA	FULTON, YORK, WASHINGTON & PRSOPECT STS	2.9
Brooklyn	CLUMBER CORNER	WASHINGTON, YORK, ADAMS, PROSPECT STS	1.46
Brooklyn	BAR AND GRILL PARK	ADAMS, YORK & PEARL STS	0.821
Brooklyn	BRIDGE PARK 2	JAY, YORK, TALMAN, PROSPECT, BRIDGE STS	2.117
Brooklyn	BRIDGE PARK 3	E/S JAY ST, PROSPECT, SANDS & BRIDGE STS	1.934
Brooklyn	TRINITY PARK	SANDS, GOLD, NASSAU STS	6.3
Brooklyn	GRASS STRIP	REMSEN TO ORANGE STREETS	1.002
Brooklyn	GOLCONDA PLAYGROUND	E/S GOLD ST, NASSAU TO CONCORD STS	2.114
Brooklyn	ALBERT J. PARHAM PLAYGROUND	ADELPHI ST TO CLERMONT AVE, BTWN DEKALB AVE. AND WILLOUGHBY AVE.	1.253
Brooklyn	BROOKLYN ACADEMY OF MUSIC	LAFAYETTE AVE, ST FELIX ST, ASHLAND PL	0.894
Brooklyn	UNDERWOOD PARK	LAFAYETTE & WASHINGTON AVES	1.187
Brooklyn	PRATT PLAYGROUND	WILLOUGHBY AVE, EMERSON PL	0.918
Brooklyn	CLASSON PLGD	LAFAYETTE & CLASSON AVES	1.336
Brooklyn	OXPORT PLGD	FLUSHING AVE, N PORTLAND AVE & N OXFORD ST	1.033
Brooklyn	ORACLE PLAYGROUND	ADELPHI & MYRTLE AVES	0.682
Brooklyn	GREENE PLGD	GREENE AVE BET WAVERLY & WASHINGTON AVES	1.259
Brooklyn	EDMONDS PLGD	DEKALB AVE, ADELPHI ST & CARLTON AVE	0.917
Brooklyn	UNIVERSITY PLAZA	FLATBUSH AVE EXT, BET WILLOUGHBY ST & DEKALB AVE	1.161
Brooklyn	SOUTH OXFORD TENNIS CLUB	SOUTH OXFORD ST, CUMBERLAND ST, ATLANTIC AVE	0.632
Brooklyn	FULTON PARK	FULTON, CHAUNCEY STS, STUYVESANT, LEWIS AVES	1.987
Brooklyn	SARATOGA SQUARE PARK	MACON ST, HOWARD AVE, HALSEY ST, SARATOGA AVE	3.214
Brooklyn	HERBERT VON KING PARK	GREENE, MARCY, LAFAYETTE, TOMPKINS AVES	7.819
Brooklyn	TAAFFE PLGD	PARK TO MYRTLE AVES & TAAFFE PL	1.821
Brooklyn	BANNEKER PLGD	MARCY AVE, KOSCIUSKO ST, LAFAYETTE AVE	1.67
Brooklyn	DECATUR PLGD	DECATUR,MACDONOUGH STS, BET SUMNER & LEWIS AVES	1.5
Brooklyn	PS 44 ISRAEL PUTNAM PLGD	SUMNER AVE, MADISON TO MONROE STS	1.795
Brooklyn	MARCY PLAYGROUND	MYRTLE, NOSTRAND, MARCY AVES	3.201
Brooklyn	POLICE OFFICER REINALDO SALGADO PLGD	MONROE TO MADISON STS, PATCHEN & RALPH AVES	1.965
Brooklyn	ST ANDREWS PLAYGROUND	ATLANTIC AVE, HERKIMER ST, KINGSTON AVE	3.38
Brooklyn	HANCOCK PLGD	BEDFORD AVE, HANCOCK ST, JEFFERSON AVE	1.547
Brooklyn	BREVOORT PLAYGROUND	W/S RALPH AVE BET SUMPTER & CHAUNCEY STS	1.818
Brooklyn	POTOMAC PLGD	TOMPKINS AVE, HALSEY & MACON STS	1.315
Brooklyn	PS 59 SUMNER PLGD	SUMNER, THROOP, PARK & MYRTLE AVES	1.336
Brooklyn	STAR SPANGLED BANNER PLGD	FRANKLIN AVE BET WILLOUGHBY & DEKALB AVES	1.102
Brooklyn	JESSE OWENS PLGD	STUYVESANT & LAFAYETTE AVES	3.083
Brooklyn	JACKIE ROBINSON PARK	MALCOLM X BLVD BTWN CHAUNCEY AND MARION STS	1.607
Brooklyn	STOCKTON PLGD	PARK AVE, FLOYD ST, E/O MARCY AVE	1.089
Brooklyn	CHARLIE'S PLACE	HOPKINS TO ELLERY STS, TOMKINS TO THROOP AVES	1.26
Brooklyn	EL SHABAZZ PLAYGROUND	MALCOLM X AVE, MACON & MACDONOUGH STS	0.89
Brooklyn	LAFAYETTE GARDENS PLAYGROUND	LAFAYETTE & FRANKLIN AVES	0.705
Brooklyn	PULASKI PLGD	HART ST BETWEEN THROOP AND MARCUS GARVEY AVES	1.416
Brooklyn	HATTIE CARTHAN PLGD	MONROE ST, TOMPKINS AVE, MADISON ST & MARCY AVE	0.982
Brooklyn	CARVER PLGD	RALPH AVE, SUMPTER ST, HOWARD AVE, MARION ST	0.964
Brooklyn	WILLOUGHBY PLGD	TOMPKINS, WILLOUGHBY, VERNON AVES	0.907
Brooklyn	ELEANOR ROOSEVELT PLGD	LEWIS, DEKALB & STUYVESANT AVES, KOSCIUSKO ST	1.211
Brooklyn	MAGNOLIA TREE EARTH CENTER	LAFAYETTE, MARCY AVENUES, CLIFTON PLACE	0.809
Brooklyn	HARMONY PARK	TROY AVE, ATLANTIC AVE & SCHENECTADY AVE	1.56
Brooklyn	MARIA HERNANDEZ PARK	KNICKERBOCKER TO IRVING AVES, STARR TO SUYDAM STS	6.873
Brooklyn	BUSHWICK PLAYGROUND	KNICKERBOCKER, PUTNAM AVES, WOODBINE ST	2.783
Brooklyn	IRVING SQUARE PARK	KNICKERBOCKER, WILSON AVES, WEIRFIELD, HALSEY STS	2.76
Brooklyn	RUDD PLAYGROUND	BUSHWICK AVE, ABERDEEN ST, GRANITE ST	1.278
Brooklyn	HECKSCHER PLAYGROUND	GROVE TO LINDEN STS, CENTRAL TO WILSON AVES	1.24
Brooklyn	TIGER PLGD	EVERGREEN AVE, ELDERT & COVERT STS	0.926
Brooklyn	EVERGREEN PLGD	EVERGREEN AVE & DECATUR, SCHAEFER STS	0.87
Brooklyn	FERMI PLGD	TROUTMAN ST & CENTRAL AVE, STARR ST & WILSON AVE	1.061
Brooklyn	GARDEN PLGD	FLUSHING AVE & BEAVER ST, GARDEN ST	1.092
Brooklyn	BOYLAND PARK	BROADWAY, FURMAN, GRANITE & ABERDEEN STS	1.82
Brooklyn	BUSHWICK GREEN	FLUSHING AVE, CENTRAL AVE, NOLL ST, EVERGREEN AVE	2.595
Brooklyn	HIGHLAND PARK	INTERBOROUGH PKWY, JAMAICA AVE, BULVER PLACE	43.69
Brooklyn	DR MARTIN LUTHER KING JR PARK	DUMONT, BLAKE, MILLER AVES, BRADFORD ST	2.29
Brooklyn	GRACE PLAYGROUND	BELMONT & PITKINS AVES, VERMONT & NEW JERSEY STS	2.744
Brooklyn	CYPRESS HILLS PARK	BLAKE & EUCLID AVES	4.947
Brooklyn	LIONS' PRIDE PLGD	RIVERDALE, VAN SINDEREN, LIVONIA, SNEDIKER AVES	0.865
Brooklyn	CITY LINE PARK	ATLANTIC & FOUNTAIN AVES	3.552
Brooklyn	ELTON PLGD	ELTON ST, BET NEW LOTS & HEGEMAN AVES	0.622
Brooklyn	LINWOOD PLGD	LINWOOD ST, NEW LOTS & HEGEMAN AVES	0.705
Brooklyn	SPERANDEO BROTHERS PLGD	ATLANTIC AVE, ELTON TO LINWOOD STS	2.39
Brooklyn	SPRING CREEK PARK	SPRING CREEK TO FRESH CREEK BASINS, JAMAICA BAY	62.218
Brooklyn	JHS 166, LINDEN PLAYGROUND	LINDEN BLVD & STANLEY AVE, VERMONT TO WYONA STS	9.322
Brooklyn	JEROME PLGD	WORTMAN AVE & WARWICK ST	1.086
Brooklyn	SCHENK PLGD	LIVONIA AVE, BARBEY ST & SCHENCK AVE	0.847
Brooklyn	BELMONT PLGD	PITKIN AVE, DREW ST, BELMONT, N CONDUIT AVES	1.045
Brooklyn	PINK PLGD	STANLEY AVE & ELDERT LANE	1
Brooklyn	WOODRUFF PLGD	STANLEY AVE, AUTUMN AVE, & HEMLOCK ST	1.177
Brooklyn	ETHAN ALLEN PLGD	WORTMAN AVE & VERMONT ST, NEW JERSEY AVE	0.8
Brooklyn	PARK	SHORE PKWY & SEAVIEW AVE, SCHENK AVE	30.5
Brooklyn	ROBERT VENABLE PARK	BELMONT, SUTTER, SHERIDAN & GRANT AVES	4.29
Brooklyn	SUCCESS GARDEN	ALABAMA AVENUE & LIVONIA AVE	0.69
Brooklyn	GEORGE WALKER JR PARK	WYONA ST, VERMONT ST, FULTON ST, JAMAICA AVE, ARLN	0.591
Brooklyn	SUTTER AVE BALLFIELD	SUTTER AVE, BELMONT AVE, SCHENCK AVE, BARBEY ST	1.836
Brooklyn	CARROLL PARK	SMITH, COURT & CARROLL STS	1.874
Brooklyn	VAN VOORHEES PARK	CONGRESS, COLUMBIA, PACIFIC, HICKS STS	5.25
Brooklyn	RED HOOK PARK (COFFEY PLGD)	KING, RICHARDS, VERONA, DWIGHT, PIONEER STS	8.106
Brooklyn	ENNIS PARK	11 TO 12 STS, 2 TO 3 AVES	0.554
Brooklyn	J J BYRNE MEM PARK	3 TO 4 STS, 4 TO 5 AVES	3.03
Brooklyn	TERRAPIN PLGD (JHS 51)	3 TO 4 STS, 4 TO 5 AVES	1.498
Brooklyn	UNDER THE TRACKS PLAYGROUND	9 TO 10 STS, 2 TO 3 AVE	1.757
Brooklyn	RED HOOK RECREATION AREA	OTSEGO, BAY, HICKS, LORRAINE, COURT, HALLECK STS	58.503
Brooklyn	THOMAS GREENE PLAYGROUND	3 AVE, NEVINS, DEGRAW & DOUGLAS STS	2.525
Brooklyn	HAROLD ICKES PLGD	HAMILTON AVE, VAN BRUNT & SUMMIT STS	1.816
Brooklyn	DIMATTINA PLGD	RAPELYE, HICKS, COLES ST	1.38
Brooklyn	DIMATTINA PLGD	RAPELYE TO WOODHULL, HICKS STS	0.52
Brooklyn	GOWANUS PLAYGROUND	HOYT, WYCKOFF, BOND STS	1.042
Brooklyn	PARK SLOPE PLGD	BERKELEY PL, LINCOLN PL, 5 & 6 AVES	0.955
Brooklyn	COBBLE HILL PARK	CONGRESS & CLINTON STS, VERANDAH PL	0.585
Brooklyn	BOERUM PARK	WARREN, SMITH, HOYT & BALTIC STS	0.918
Brooklyn	LOUIS J VALENTINO JR PARK AND PIER	VAN DYKE STREET, FERRIS STREET, COFFEY STREET	2.22
Brooklyn	SUNSET PARK	41 TO 44 STS, 5 TO 7 AVES	24.498
Brooklyn	MARTIN LUTHER PLGD	55 TO 56 STS, 2 AVE	0.913
Brooklyn	GREENWOOD PLAYGROUND	FT HAMILTON PKWY, PROSPECT AVE, GREENWOOD AVE	3.192
Brooklyn	JOHN ALLEN PAYNE PARK	64 TO 65 STS, 3 AVE	1.51
Brooklyn	D'EMIC  PLAYGROUND	34 TO 35 STS & 3 AVE	1.13
Brooklyn	BACKHOE GULCH	HAMILTON AVE, 18TH ST TO 3RD AVE	1.08
Brooklyn	THIRD AVE PLGD	40 & 41 STS, 3 AVE	1.236
Brooklyn	PS 1 PLAYGROUND	46 & 47 STS, 3 AVE	1.552
Brooklyn	PROSPECT EXPRESSWAY PARKS	PARKSIDE TO 3 AVES	8.209
Brooklyn	PLAYGROUND	S/S EXWY, 5 & 6 AVES, 17 ST	0.711
Brooklyn	SITTING AREA	S/S EXWY, 6 & 7 AVES	0.736
Brooklyn	DETECTIVE JOSEPH MAYROSE PARK	N/S EXWY, 6 & 7 AVES, CALDER PL	1.314
Brooklyn	PARK STRIP	E/S EXWY, SEELEY ST TO GREENWOOD AVE	0.93
Brooklyn	SLOPE PARK	6 AVE BET 18 & 19 STS	0.689
Brooklyn	BROWER PARK	BROOKLYN, ST MARKS, KINGSTON AVES, PARK PL	7.047
Brooklyn	EASTERN PARKWAY	GRAND ARMY PLAZA TO RALPH AVE	60.12
Brooklyn	LINCOLN TER/ ARTHUR S. SOMERS	E NEW YORK,ROCHESTER AVES,EASTERN PKWY,BUFFALO AVE	20.648
Brooklyn	MT PROSPECT PARK	EASTERN PKWY BETWEEN  WASHINGTON AVE & FLATBUSH AVE	7.79
Brooklyn	UNDERHILL PLGD	UNDERHILL AVE & PROSPECT PL	0.59
Brooklyn	DEAN PLGD	DEAN TO BERGEN STS BET 6 & CARLTON AVES	1.3
Brooklyn	STROUD PLGD	CLASSON AVE, STERLING PL & PARK PL	1.33
Brooklyn	WOODS PLGD	BERGEN ST & UTICA AVE, ROCHESTER & ST MARKS AVE	1
Brooklyn	BROOKLYN BOTANICAL GARDEN	EASTERN PKWY,FLATBUSH,WASHINGTON AVES,EMPIRE BLVD	47.57
Brooklyn	DR RONALD MCNAIR PARK	EASTERN PKWY, WASHINGTON TO CLASSON AVES	1.361
Brooklyn	INST ARTS/SCIENCE (BKLYN MUS)	EASTERN PKWY & WASHINGTON AVE	12.66
Brooklyn	DODGER PLGD	SULLIVAN PL W/O NOSTRAND AVE	2.93
Brooklyn	HAMILTON-METZ FIELD	ALBANY, EAST NEW YORK, LEFFERTS AVES	2.112
Brooklyn	WINGATE PARK	S E CORNER BROOKLYN AVE & RUTLAND RD	5.888
Brooklyn	PARKSIDE PLGD	PARKSIDE AVE, ROGERS AVE, BEDFORD AVE	1.407
Brooklyn	MARC'S & JASON'S PLGD	STERLING ST, EMPIRE BLVD & NEW YORK AVE	1.152
Brooklyn	JACKIE ROBINSON PLGD	SULLIVAN PL, FRANKLIN AVE, MONTGOMERY ST	1
Brooklyn	DYKER BEACH PARK	SHORE PKWY, 86 ST, 7 TO 14 AVES	216.655
Brooklyn	JOHN PAUL JONES PARK	SHORE PKWY, FT HAMILTON PKWY, 101 ST	5.15
Brooklyn	LEIF ERICSON PARK & SQUARE	FT HAMILTON PKWY, 66-67 STS, 4 AVE	16.8
Brooklyn	MCKINLEY PARK	FT HAMILTON PKWY, 73 TO 78 STS, 7 AVE	8.475
Brooklyn	OWLS HEAD PARK	SHORE PKWY, SHORE RD, COLONIAL RD, 68 ST	27.1
Brooklyn	SHORE ROAD PARK	OWLS HEAD PK TO FT HAMILTON PKWY NARROWS AVE	58
Brooklyn	DUSTBOWL	66 TO 67 STS, 8 AVE	1.65
Brooklyn	RUSSELL PEDERSON PLAYGROUND	COLONIAL RD, 83 TO 85 STS	1.426
Brooklyn	FT HAMILTON ATHLETIC FIELD	83-85 STS, W/O PEDERSEN PLAYGROUND	7.309
Brooklyn	PARK STRIP	W/S GOWANUS PKWY, 92 ST	0.586
Brooklyn	PARK STRIP	E/S GOWANUS PKWY, DAHLGREEN PL S/O 92 ST	0.586
Brooklyn	DYKER HEIGHTS PLGD	80 TO 81 STS, 11 TO 12 AVES	1.18
Brooklyn	BENSONHURST PARK	GRAVESEND BAY, 21 & CROPSEY AVES, BAY PKWY	17.5
Brooklyn	LT. PETROSINO PLAYGROUND.	NEW UTRECHT TO 16 AVES, 70 TO 71 STS	0.871
Brooklyn	BEALIN SQ & SETH LOW PLGD	AVE P, BAY PKWY, W 12 ST	4.945
Brooklyn	BATH BEACH PLAYGROUND	SHORE PKWY & 17 AVE	2.964
Brooklyn	BENSON PLGD	BATH AVE BET BAY 22 & BAY 23 STS	0.934
Brooklyn	PARK (NELLIE BLY)	S/S SHORE PKWY, 25 AVE & BAY 41 ST	1.056
Brooklyn	BATH PLGD	BATH AVE BET 24 AVE & BAY 37 ST	1.209
Brooklyn	GRAVESEND PARK	18 TO 19 AVES, 56 TO 58 STS	6.379
Brooklyn	OCEAN PARKWAY (5.5 MILES)	PARK CIRCLE TO CONEY ISLAND CONCOURSE	140
Brooklyn	COL DAVID MARCUS MEM PLGD	OCEAN PKWY, AVE P, E 3 ST	1.974
Brooklyn	JESSE AND CHARLES DOME PLGD	N E CORNER 38 ST & DAHILL RD	1.385
Brooklyn	RAPPAPORT PLGD	FT HAMILTON PKWY, 10 AVE, 52 TO 53 STS	1.148
Brooklyn	BRIZZI PLGD	42 TO 43 STS, 10 TO NEW UTRECHT AVES	0.649
Brooklyn	ALBEMARLE PLAYGROUND	ALBEMARLE RD, DAHILL RD, MCDONALD AVE	0.918
Brooklyn	FRIENDS FIELD PARK	AVE L, E 4 ST, MCDONALD AVE, AVE M	6.7
Brooklyn	ASSER LEVY PARK & AQUARIUM	BOARDWALK, SURF, SEA BREEZE AVES, OCEAN PKWY	22.348
Brooklyn	SCARANGELLA PARK	AVE V, STILLWELL AVE, AVE U, W 13 ST	3.214
Brooklyn	LAFAYETTE PLAYGROUND	BENSON AVE, BAY 43 ST, STILLWELL AVE	1.187
Brooklyn	DREIER-OFFERMAN PARK	GRAVESEND BAY, BAY 44-BAY 49 STS, SHORE PKWY	73.14
Brooklyn	LEON S KAISER PARK	NEPTUNE, BAYVIEW AVES,W 24-W 32 STS, GRAVESEND BAY	26.257
Brooklyn	CONEY ISLAND BOAT BASIN	ISLAND CREEK & W 22 ST	36.81
Brooklyn	CONEY ISLAND BEACH & BOARDWALK	CORBIN PL TO W 37 ST	107.124
Brooklyn	BRIGHTON PLAYGROUND	W/S BRIGHTON 2 ST AT BOARDWALK	1.177
Brooklyn	POSEIDON PLGD	SURF AVE, W 25 TO W 27 STS, BOARDWALK	2.296
Brooklyn	WEST PLGD	N/S AVE Z BET WEST ST & W 1 ST	2.387
Brooklyn	NAUTILUS PLGD	PUBLIC BEACH, W 29 & W 32 STS	1.38
Brooklyn	MARLBORO PLAYGROUND	W 11 ST & AVE W	1.072
Brooklyn	GRADY PLGD	SHORE PKWY, BRIGHTON 3 ST, 4 RD	3.403
Brooklyn	LUNA PARK PLAYGROUND	SURF AVE, W 8 ST TO W 12 ST	1.8
Brooklyn	SURF PLGD	SURF AVE, W 25 & W 27 STS	1.12
Brooklyn	NEPTUNE PLGD	NEPTUNE AVE & W 12 ST	1.243
Brooklyn	ABE STARK SKATING RINK	SURF AVE, W 19 ST, BOARDWALK	4.152
Brooklyn	PARKING FIELD	SURF AVE, W 21 & W 22 STS	1.702
Brooklyn	CENTURY PLGD	W BRIGHTON AVE BET W 2 & W 3 STS	2.039
Brooklyn	CYCLONE SITE	SURF AVE, W 10 ST, PUBLIC BEACH	1.118
Brooklyn	STEEPLECHASE PARK	SURF AVE, W 16 & 19 STS, PUBLIC BEACH	11.7
Brooklyn	PARK	BAYVIEW AVE, U S PIERHEAD LINE & SEAGATE AVE	9.8
Brooklyn	PARADE GROUND	CATON, CONEY ISLAND, PARKSIDE AVES, PARADE PL	39.5
Brooklyn	MACHATE CIRCLE	SW CORNER PROSPECT PARK	4.32
Brooklyn	PAUL W KOLBERT PARK	AVE L, E 17 TO E 18 STS	1.581
Brooklyn	FLATBUSH MALLS	GLENWOOD RD BET E 23 ST, CONEY ISLAND AVE	0.73
Brooklyn	FLATBUSH MALLS	E 17 ST, FOSTER AVE TO AVE H	0.8
Brooklyn	ANDRIES PLAYGROUND	AVE K & NOSTRAND AVE	2.314
Brooklyn	DIGLIO PLAYGROUND	MCDONALD AVE & AVE F	0.826
Brooklyn	BROOKLYN MALLS	ALBEMARLE RD, BUCKINGHAM RD BET CONEY ISLAND AVE	0.766
Brooklyn	WM E KELLY MEMORIAL PARK	AVE S, E 14 & E 8 STS	3.499
Brooklyn	BILL BROWN MEMORIAL PLGD	BEDFORD AVE, AVE X TO AVE Y, E 24 ST	3.214
Brooklyn	KELLY PLAYGROUND	N/S AVE S BET BMT & PS 255	1.447
Brooklyn	LEIF ERICSON DR (SHORE PKWY)	FT HAMILTON PKWY TO KNAPP ST, CROSS BAY BLVD	760.43
Brooklyn	HOMECREST PLGD	SHORE PKWY TO WILLIAMS CT, E 12 ST	2.372
Brooklyn	MELLETT PLAYGROUND	AVE V, E 13 ST & E 14 ST	1.056
Brooklyn	PFC THOMAS NORTON MEM PLGD	NOSTRAND AVE & AVE P, KINGS HIGHWAY	0.55
Brooklyn	GALAPO PLAYGROUND	BEDFORD AVE & GRAVESEND NECK RD, AVE V, E 24 ST	0.565
Brooklyn	HERMAN DOLGON PLAYGROUND	AVE V, NOSTRAND & BATCHELDER STS	1.894
Brooklyn	ZEBRA PLAYGROUND	AVE Z, NOSTRAND AVE TO E 29 ST	2.459
Brooklyn	MCDONALD PLAYGROUND	MCDONALD AVE, BET AVES S & T	3.485
Brooklyn	MANHATTAN BEACH PARK	E/O OCEAN AVE, NORTH SHORE ROCKAWAY INLET	40.4
Brooklyn	PS 286 PLAYGROUND	AVE Y, BET BROWN & HARING STS	0.868
Brooklyn	YAK PLAYGROUND	AVE Y BET COYLE & BATCHELDER STS	3.643
Brooklyn	SHEEPSHEAD BAY PIERS	EMMONS AVENUE,E.21-26TH STREETS	1.22
Brooklyn	BETSY HEAD MEMORIAL PLGD	LIVONIA,DUMONT,HOPKINSON,BLAKE AVES, STRAUSS ST	10.555
Brooklyn	EASTERN PARKWAY EXTENSION	RALPH TO BUSHWICK AVES	2.064
Brooklyn	MARION-HOPKINSON PLAYGROUND	HOPKINSON AVE & MARION ST	0.768
Brooklyn	OCEAN HILL PLGD	BERGEN ST, ROCKAWAY AVE, DEAN ST	1.595
Brooklyn	PACIFIC PLGD	W/S HOWARD AVE, PACIFIC TO DEAN STS	2.264
Brooklyn	POWELL PLAYGROUND	SACKMAN TO POWELL STS BET GLENMORE & PITKIN AVES	1.024
Brooklyn	PLGD (CALLAHAN-KELLY)	FULTON,TRUXTON STS, VAN SINDEREN AVE,EASTERN PKWY	3.65
Brooklyn	DR RICHARD GREENE PLGD	MOTHER GASTON BLVD & SUTTER AVES	1.791
Brooklyn	VAN DYKE PLGD	DUMONT AVE, POWELL ST & MOTHER GASTON BLVD	1.398
Brooklyn	HOWARD PLGD & POOL	GLENMORE AVES & GASTON BLVD	1.212
Brooklyn	BROWNSVILLE PLGD	LINDEN BLVD, HEGEMAN & CHRISTOPHER AVES	3.017
Brooklyn	FISH PLGD	SARATOGA AVE BET HERKIMER & FULTON STS	0.984
